-2.987888,4.665583,0
-2.369736,6.317201,0
-2.105257,4.313549,0
-1.247324,7.436266,0
-1.771956,5.644461,0
-2.306267,7.281708,0
-1.917844,3.943931,0
-1.323815,5.686189,0
-1.719072,5.147530,0
-3.157158,4.522503,0
-4.231348,4.348032,0
-0.737450,6.045286,0
-2.316247,5.570549,0
-3.162644,6.008809,0
-3.582225,5.410414,0
-2.139961,5.229921,0
0.236020,7.205932,0
-0.672482,5.210670,0
-1.241860,5.465976,0
-0.874744,6.879295,0
-1.021017,5.786203,0
-1.706064,4.288125,0
-1.853274,3.341184,0
0.489033,5.793821,0
-1.178077,5.339381,0
-3.120571,3.428443,0
-1.451821,5.132951,0
-0.647038,4.512630,0
-2.558841,4.678539,0
-1.524583,3.345614,0
-2.940156,3.553752,0
-3.485716,5.276260,0
-1.984661,4.120628,0
-2.483331,5.889324,0
-2.200792,5.171264,0
-2.513354,4.299718,0
-0.770162,4.369174,0
-1.896743,5.112897,0
-3.491398,5.615903,0
-2.332417,4.511737,0
-2.374641,1.525682,0
-3.340204,4.801246,0
-3.878215,4.094328,0
-1.835770,5.617698,0
-1.856827,3.394494,0
0.352095,6.858923,0
-3.348783,5.086517,0
-2.103146,5.371688,0
-2.772685,4.567354,0
-3.761519,5.779466,0
-0.635698,5.462988,0
-1.989114,5.381943,0
-0.534955,6.741024,0
-1.752752,6.184144,0
-2.293994,5.338884,0
-1.089061,3.030257,0
-1.671127,5.730483,0
-3.473746,3.153155,0
-0.191919,6.901128,0
-1.734144,4.816732,0
-3.527653,5.810751,0
-2.318711,4.880645,0
-1.959335,4.493775,0
-1.928111,2.984741,0
-1.522597,6.192023,0
-1.723123,4.315416,0
-1.525574,4.639215,0
-2.959026,5.245285,0
-3.208017,4.594046,0
-1.059946,3.775141,0
-1.803058,4.893394,0
-1.869489,6.303956,0
-0.703205,6.028471,0
-0.144066,4.495897,0
-2.929318,5.555755,0
-0.447461,4.900066,0
-1.597023,5.251486,0
-1.437979,5.481568,0
-4.015865,5.271538,0
-2.566620,5.884776,0
-2.747477,5.707437,0
-4.364128,5.368562,0
-0.774364,4.263207,0
0.150526,5.491879,0
-2.393361,4.493418,0
-2.705968,7.214715,0
-0.329756,5.410707,0
-1.396478,3.466734,0
-2.885737,6.513729,0
-3.254968,4.925031,0
-3.273678,6.453195,0
-0.870074,5.375543,0
-0.798190,4.887181,0
-3.890706,6.848304,0
-3.812705,6.721655,0
-2.519798,2.656468,0
-1.036194,3.861397,0
-1.082393,5.336579,0
-1.378572,4.634595,0
-5.274021,5.261069,0
-1.303723,4.727231,0
-2.555991,5.931040,0
-1.884733,5.768931,0
-3.265221,4.707667,0
-3.476238,4.123913,0
0.148584,5.007056,0
1.329033,2.730707,0
-1.485399,5.298536,0
2.741717,5.313940,1
4.382439,4.369479,1
2.336448,4.131406,1
2.165409,4.415122,1
0.979556,5.884787,1
